"101","ACIDES AMINES NUTRILAMINE ",0,"N/A",
"102","ACIDES AMINES VAMINOLACT ",0,"N/A",
"103","ACIDES AMINES VINTENE ",0,"N/A",
"104","ACIDES OMEGA-3 TOCOP ALFA ",0,"N/A",
"105","ACIDRINE CROQUER ",3,"N/A","ALUMINIUM","GALACTANE","GLYCINE",
"106","ACIDUM PHOSP ",0,"N/A",
"107","ACITRETINE ",0,"N/A",
"108","ACLACINOMYCINE ",1,"ACLARUBICINE",
"109","ACLASTA ",1,"ACIDE ZOLEDRONIQUE",
"110","ACLOSONE ",0,"N/A",
"111","ACLOTINE ",1,"ANTITHROMBINE HUMAINE",
"112","ACNELINE ",1,"N/A","MINOCYCLINE",
"113","ACNESTROL ",0,"N/A",
"114","ACNU ASTA ",1,"NIMUSTINE",
"115","ACOMPLIA ",1,"RIMONABANT",
"116","ACONITUM ",0,"N/A",
"117","ACSET ",1,"FACTEUR DE COAGULATION HUMAIN",
"118","ACSET + ",1,"FACTEUR DE COAGULATION HUMAIN",
"119","ACT HIB MICROG/0.5ML ",2,"ANTIGENE","INFLUENZAE TETANOS",
"120","ACTAPULGITE ",0,"N/A",
"121","ACTEBRAL ",1,"CYPRODENATE",
"122","ACTEE GRAPPES ",0,"N/A",
"123","ACTEMRA ",0,"N/A",
"124","ACTHEANE ",0,"N/A",
"125","ACTI ",0,"N/A",
"126","ACTIBIL ",2,"ARTICHAUT","FUMETERRE",
"127","ACTICARBINE ",2,"CHARBON","PAPAVERINE",
"128","ACTIDILON ",1,"N/A","TRIPROLIDINE",
"129","ACTIDILON HYDROCORTISONE ",0,"N/A",
"130","ACTIFED ALL CETIRIZINE ",1,"CETIRIZINE",
"131","ACTIFED ",4,"PARACETAMOL","PSEUDOEPHEDRINE","TRIPROLIDINE","N/A",
"132","ACTIFED ETATS GRIPP ",3,"ACIDE ASCORBIQUE","CHLORPHENAMINE","PARACETAMOL",
"133","ACTIFED EXPECT AD ",0,"N/A",
"134","ACTIFED JOUR ET NUIT ",0,"N/A",
"135","ACTIFED RHINITE ALLERGIQUE ",2,"CETIRIZINE","PSEUDOEPHEDRINE",
"136","ACTIFED RHUME ",3,"PARACETAMOL","PSEUDOEPHEDRINE","TRIPROLIDINE",
"137","ACTIFED RHUME JOUR ET NUIT ",0,"N/A",
"138","ACTIFED TOUX SECHE ",3,"DEXTROMETHORPHANE","TRIPROLIDINE","N/A",
"139","ACTIFEDSIGN ",3,"ACIDE ASCORBIQUE","CHLORPHENAMINE","PARACETAMOL",
"140","ACTIGAM ",1,"GLUCOSE",
"141","ACTIGESS ",5,"ACIDE CITRIQUE","BETAINE","MAGNESIUM","ORNITHINE","SORBITOL",
"142","ACTILYSE ",1,"ALTEPLASE",
"143","ACTINOQUINOL PHENYLEPHEDRINE ",0,"N/A",
"144","ACTIPHOS ",0,"N/A",
"145","ACTIQ ",1,"N/A","FENTANYL",
"146","ACTISANE ARTICUL ",0,"N/A",
"147","ACTISANE FATIGUE ",0,"N/A",
"148","ACTISANE HEMO JAMB ",0,"N/A",
"149","ACTISANE NERVOSITE ",0,"N/A",
"150","ACTISANE SOMMEIL ",0,"N/A",
"151","ACTISKENAN ",1,"MORPHINE",
"152","ACTISOUFRE ",2,"N/A","SACCHAROMYCES","SODIUM",
"153","ACTISPIRINE ",1,"ACIDE ACETYLSALICYLIQUE",
"154","ACTITONIC AD ",0,"N/A",
"155","ACTITONIC ",0,"N/A",
"156","ACTIVAROL C ",0,"N/A",
"157","ACTIVAROL ",0,"N/A",
"158","ACTIVELLE ",1,"N/A","NORETHISTERONE",
"159","ACTIVIR AVEC POMPE ",1,"ACICLOVIR",
"160","ACTIVIR SANS POMPE ",1,"ACICLOVIR",
"161","ACTIVOX AD TX SECHE ",1,"DEXTROMETHORPHANE",
"162","ACTIVOX ERYSIM MENTHE EUCAL ",2,"ERYSIUM","MATRICAIRE",
"163","ACTIVOX EXPECT AD ",1,"CARBOCISTEINE",
"164","ACTIVOX LIERRE ",1,"LIERRE",
"165","ACTIVOX LIERRE SS ",1,"LIERRE",
"166","ACTIVOX MIEL CITRON SS ",2,"ERYSIUM","MATRICAIRE",
"167","ACTIVOX ",0,"N/A",
"168","ACTONEL ",2,"RISEDRONATE","N/A",
"169","ACTONEL (AIP) (BBA IT) ",2,"RISEDRONATE","N/A",
"170","ACTONELCOMBI ",2,"N/A","COLECALCIFEROL","RISEDRONATE",
"171","ACTOS ",0,"N/A",
"172","ACTOSOLV UROKINASE ",1,"UROKINASE",
"173","ACTRAPHANE HM ",0,"N/A",
"174","ACTRAPID ",2,"INSULINE HUMAINE","N/A",
"175","ACTRAPID FLEXPEN ",1,"INSULINE HUMAINE",
"176","ACTRAPID HM ",0,"N/A",
"177","ACTRAPID HM GE ",1,"INSULINE HUMAINE",
"178","ACTRAPID INNOLET ",1,"INSULINE HUMAINE",
"179","ACTRAPID MC ",0,"N/A",
"180","ACTRAPID S STYNSFP ",1,"INSULINE HUMAINE",
"181","ACTRON ",3,"ACIDE ACETYLSALICYLIQUE","CAFEINE","PARACETAMOL",
"182","ACTRON EFFIX ",1,"KETOPROFENE",
"183","ACUILIX ",1,"N/A","HYDROCHLOROTHIAZIDE",
"184","ACUITEL ",0,"N/A",
"185","ACULAR ",2,"KETOROLAC","TROMETAMOL",
"186","ACUPAN ",1,"NEFOPAM",
"187","ACYLANIDE ",1,"DIGITOXINE",
"188","ADAGEN ",1,"PEGADEMASE BOVINE",
"189","ADALATE ",1,"N/A","NIFEDIPINE",
"190","ADALGUR ",3,"GLAFENINE","MEPROBAMATE","THIOCOLCHICOSIDE",
"191","ADALIMUMAB ",0,"N/A",
"192","ADANCOR ",1,"NICORANDIL",
"193","ADAPALENE ",1,"N/A","ADAPALENE",
"194","ADAPALENE PEROXYDE DE BENZOYL ",0,"N/A",
"195","ADAPTINOL ",1,"XANTOFYLE",
"196","ADARTREL ",1,"N/A","ROPINIROLE",
"197","ADASUVE UNIDOS ",1,"LOXAPINE",
"198","ADCETRIS ",1,"BRENTUXIMAB VEDOTIN",
"199","ADCIRCA ",1,"TADALAFIL",
"200","ADEFOVIR DIPIVOXIL ",0,"N/A",
"201","ADEFOVIR DIPIVOXIL GILEAD ",1,"ADEFOVIR",
"202","ADEMPAS ",1,"RIOCIGUAT",
"203","ADENA C ",2,"ACIDE ASCORBIQUE","ACIDE DESOXYRIBONUCLEIQUE",
"204","ADENOCYNESINE ",0,"N/A",
"205","ADENOSCAN ",1,"ADENOSINE",
"206","ADENOSINE BASE ",0,"N/A",
"207","ADENOSINE MONOPHOSPHATE ",0,"N/A",
"208","ADENOSINE TRIPHOSPHATE ",0,"N/A",
"209","ADENURIC ",1,"FEBUXOSTAT",
"210","ADENYL ",2,"ADENOSINE","N/A",
"211","ADEPAL ",0,"N/A",
"212","ADESLEUKINE ",0,"N/A",
"213","ADIARIL ",0,"N/A",
"214","ADIAZINE ",1,"SULFADIAZINE",
"215","ADIXON ",1,"FLUDROCORTISONE",
"216","ADLONE ",1,"EXIFONE",
"217","ADN BIOSTABILEX ",0,"N/A",
"218","ADN H P BIOSTABILEX ",1,"ACIDE DESOXYRIBONUCLEIQUE",
"219","ADN MAYOLY SPINDL ",1,"ACIDE DESOXYRIBONUCLEIQUE",
"220","ADOPORT ",1,"TACROLIMUS",
"221","ADRAFINIL ",0,"N/A",
"222","ADRENALINE IV SC ",0,"N/A",
"223","ADRENALINE ",1,"N/A","EPINEPHRINE",
"224","ADRENALINE IV SC IM TRACH ",0,"N/A",
"225","ADRENALINE SS ",1,"EPINEPHRINE",
"226","ADRENALINE IC ",1,"EPINEPHRINE",
"227","ADRENALINE IV ",1,"EPINEPHRINE",
"228","ADRENALONE TETRACAINE ",0,"N/A",
"229","ADRENOXYL ",2,"CARBAZOCHROME","N/A",
"230","ADREVIEW ",2,"IOBENGUANE","IODE",
"231","ADREXAN ",1,"PROPRANOLOL",
"232","ADRIAMYCINE ",1,"DOXORUBICINE",
"233","ADRIBLASTINE DR ",1,"DOXORUBICINE",
"234","ADRIBLASTINE ",2,"DOXORUBICINE","N/A",
"235","ADRIGYL ",1,"COLECALCIFEROL",
"236","ADROVANCE ",2,"N/A","COLECALCIFEROL","ACIDE ALENDRONIQUE",
"237","ADVAGRAF ",1,"TACROLIMUS",
"238","ADVATE ",1,"OCTOCOG ALFA",
"239","ADVIL ",1,"IBUPROFENE",
"240","ADVILCAPS ",1,"IBUPROFENE",
"241","ADVILEFF ",1,"IBUPROFENE",
"242","ADVILGEL ",1,"IBUPROFENE",
"243","ADVILMED ",1,"IBUPROFENE",
"244","ADVILMED NR ",1,"IBUPROFENE",
"245","ADVILTAB ",1,"IBUPROFENE",
"246","AEINE ",2,"AUBEPINE","PHENOBARBITAL",
"247","AEINE VIT B1 ",7,"ACETANILIDE","AUBEPINE","CORTICO SURRENALE","EPHEDRINE","PEPTONE","PHENOBARBITAL","THIAMINE (VITAMINE B1)",
"248","AERIUS ",1,"DESLORATADINE",
"249","AEROCID ",2,"DIMETICONE","PANCREAS PORC",
"250","AERODIOL MICROG ",1,"ESTRADIOL",
"251","AEROFILM ",0,"N/A",
"252","AEROPHAGYL ",5,"ACIDE CITRIQUE","BROME","CALCIUM","METHENAMINE","SODIUM",
"253","AERRANE LIQUIDE ",1,"ISOFLURANE",
"254","AESCULUS ",0,"N/A",
"255","AESCULUS FL30ML ",0,"N/A",
"256","AESCULUS BT80 ",0,"N/A",
"257","AESCULUS PAEONIA ",0,"N/A",
"258","AETHONE ",0,"N/A",
"259","AETHONE AROMAT ",0,"N/A",
"260","AETOXISCLEROL ",1,"LAUROMACROGOL",
"261","AFATINIB ",0,"N/A",
"262","AFEBRYL ",3,"ACIDE ACETYLSALICYLIQUE","ACIDE ASCORBIQUE","PARACETAMOL",
"263","AFERADOL ",1,"PARACETAMOL",
"264","AFERADOL OBERLIN ",1,"PARACETAMOL",
"265","AFFINEX MINCEUR ",3,"FUCUS","ORTHOSIPHON","REINE DES PRES",
"266","AFINITOR ",1,"EVEROLIMUS",
"267","AFLIBERCEPT ",0,"N/A",
"268","AFLIBERCEPT INTRAVIT ",0,"N/A",
"269","AFRA ",0,"N/A",
"270","AFTAB ",1,"TRIAMCINOLONE",
"271","AFTAGEL ",0,"N/A",
"272","AFTOSIUM ",0,"N/A",
"273","AGALSIDASE ALFA ",0,"N/A",
"274","AGALSIDASE BETA ",0,"N/A",
"275","AGARICUS ",0,"N/A",
"276","AGATHOL ",0,"N/A",
"277","AGENERASE ",1,"AMPRENAVIR",
"278","AGICOR ",0,"N/A",
"279","AGIOLAX ",1,"N/A","ISPAGHUL",
"280","AGLUCOSIDASE ALFA ",0,"N/A",
"281","AGOMELATINE ",1,"N/A","AGOMELATINE",
"282","AGRAM Gé ",0,"N/A",
"283","AGRAM ",0,"N/A",
"284","AGRAM IM ",0,"N/A",
"285","AGRAM AVEC SUCRE ",0,"N/A",
"286","AGRASTAT ",0,"N/A",
"287","AGREAL ",1,"VERALIPRIDE",
"288","AGRELIN ",1,"ANAGRELIDE",
"289","AGRIPPAL ",2,"ANTIGENE GRIPPE","VIRUS GRIPPE A",
"290","AGYRAX ",1,"MECLOZINE",
"291","AGYRAX BTE ",0,"N/A",
"292","AIGLONYL ",1,"SULPIRIDE",
"293","AIGLONYL Gé ",1,"SULPIRIDE",
"294","AINSCRID ",1,"INDOMETACINE",
"295","AIRELLE + BETA CAROTENE ",0,"N/A",
"296","AIROMIR MICROG ",0,"N/A",
"297","AIROMIR AUTOHALER MICROG ",1,"SALBUTAMOL",
"298","AJMALINE ",0,"N/A",
"299","AKINDEX AD ",0,"N/A",
"300","AKINDEX ",0,"N/A",
"301","AKINDOL FOURNIER ",1,"PARACETAMOL",
"302","AKINETON ",1,"BIPERIDINE",
"303","ALAIRGIX ALLERGIE ",1,"CETIRIZINE",
"304","ALAIRGIX RHIN ALL ",1,"SODIUM",
"305","ALANINE L ",0,"N/A",
"306","ALBATRAN ",1,"PAPAVERINE",
"307","ALBENDAZOLE ",0,"N/A",
"308","ALBEY VENIN ABEILLE ",1,"VENIN ABEILLE",
"309","ALBEY VENIN D'ABEILLE ",1,"VENIN ABEILLE",
"310","ALBEY VENIN DE GUEPE ",1,"VENIN GUEPE",
"311","ALBUMINE ",2,"ALBUMINE","ALBUMINE HUMAINE",
"312","ALBUMINE HUMAINE ",0,"N/A",
"313","ALBUMINE IODEE (125I) ",3,"N/A","ALBUMINE","ALBUMINE HUMAINE","IODE",
"314","ALBUMINE LFB ",2,"ALBUMINE","ALBUMINE HUMAINE",
"315","ALBUMINE MERIEUX ",0,"N/A",
"316","ALBUNORM ",2,"ALBUMINE","ALBUMINE HUMAINE",
"317","ALCAPHOR ",0,"N/A",
"318","ALCOLENE ",0,"N/A",
"319","ALCOOL CAMPHRE ",0,"N/A",
"320","ALCOOL ETHYLIQUE ",0,"N/A",
"321","ALCOOL GILBERT ",0,"N/A",
"322","ALCOOL MEDICAL GILB ",0,"N/A",
"323","ALCOOL MODIFIE ",2,"ETHANOL","N/A",
"324","ALCOOL MODIFIE DEMEL ",0,"N/A",
"325","ALCOPAR ",1,"BEPHENIUM",
"326","ALCOR AD ",0,"N/A",
"327","ALCOVER ",1,"ACIDE HYDROXYBUTYRIQUE",
"328","ALDACTAZINE ",2,"ALTIZIDE","SPIRONOLACTONE",
"329","ALDACTONE ",1,"SPIRONOLACTONE",
"330","ALDALIX ",2,"FUROSEMIDE","SPIRONOLACTONE",
"331","ALDARA ",1,"IMIQUIMOD",
"332","ALDARA (UK) ADP ",1,"IMIQUIMOD",
"333","ALDATENSE ",3,"ALTIZIDE","CANRENOATE","RESCINNAMINE",
"334","ALDECINE ",0,"N/A",
"335","ALDESLEUKINE ",0,"N/A",
"336","ALDIREK ",1,"CETIRIZINE",
"337","ALDOMET ",1,"N/A","METHYLDOPA",
"338","ALDURAZYME ",1,"LARONIDASE",
"339","ALDYZINE DENTAIRE ",0,"N/A",
"340","ALEMTUZUMAB ",0,"N/A",
"341","ALENDRONATE ",0,"N/A",
"342","ALENDRONATE + COLECALCIFEROL ",0,"N/A",
"343","ALENDRONATE COLECALCIFEROL ",0,"N/A",
"344","ALENDRONIQUE AC ",0,"N/A",
"345","ALENDRONIQUE ACIDE ",1,"N/A","ACIDE ALENDRONIQUE",
"346","ALEPSAL ",3,"CAFEINE","PHENOBARBITAL","N/A",
"347","ALERDUAL ",1,"AZELASTINE",
"348","ALERION ",0,"N/A",
"349","ALEVE ",1,"NAPROXENE",
"350","ALEVETABS ",1,"NAPROXENE",
"351","ALFA AMYLASE U.CEIP/ML ",0,"N/A",
"352","ALFA AMYLASE ",1,"N/A","AMYLASE",
"353","ALFA AMYLASE RAU ",1,"AMYLASE",
"354","ALFA AMYLASE U ",1,"AMYLASE",
"355","ALFA-1 ANTITRYPSINE HUM ",0,"N/A",
"356","ALFACALCIDOL MICROGRAMME ",0,"N/A",
"357","ALFACALCIDOL ",1,"N/A","ALFACALCIDOL",
"358","ALFACALCIDOL MICROGR ",1,"ALFACALCIDOL",
"359","ALFALASTIN ",1,"ANTITRYPSINE HUMAINE",
"360","ALFARE ",0,"N/A",
"361","ALFATIL ",0,"N/A",
"362","ALFENTANIL ",0,"N/A",
"363","ALFUZOSINE ",1,"N/A","ALFUZOSINE",
"364","ALFUZOSINE SYNT ",1,"ALFUZOSINE",
"365","ALFUZOSINE ZTV ",1,"ALFUZOSINE",
"366","ALG + BICAR + CARB CA ",0,"N/A",
"367","ALGESAL ",2,"N/A","ACIDE SALICYLIQUE","DIETHYLAMINE",
"368","ALGESAL SURACTIVE ",4,"ACIDE SALICYLIQUE","DIETHYLAMINE","MYRTE","N/A",
"369","ALGICALM ",2,"CODEINE","PARACETAMOL",
"370","ALGICON ",4,"HYDROXYDE D'ALUMINIUM","MAGNESIUM","POTASSIUM","N/A",
"371","ALGIFENE ",1,"IBUPROFENE",
"372","ALGIMAX ",5,"ACIDE ACETYLSALICYLIQUE","COBALT","HYDROXOCOBALAMINE","PYRIDOXINE","THIAMINE (VITAMINE B1)",
"373","ALGINATE BICAR SODIUM ",1,"SODIUM",
"374","ALGINATE BICARBONATE ",0,"N/A",
"375","ALGINATE BICARBONATE NRS ",0,"N/A",
"376","ALGINIC ",0,"N/A",
"377","ALGINIQUE AC + ALUM OXYDE ",0,"N/A",
"378","ALGINIQUE AC + ALUMINIUM OXYDE ",0,"N/A",
"379","ALGISEDAL ",2,"CODEINE","PARACETAMOL",
"380","ALGISPIR NR ",0,"N/A",
"381","ALGISPIR ",3,"N/A","ACIDE ACETYLSALICYLIQUE","ACIDE ASCORBIQUE","CODEINE",
"382","ALGISPIR AD ",0,"N/A",
"383","ALGITEX ",0,"N/A",
"384","ALGO NEVRITON ",2,"ACIDE ACETYLSALICYLIQUE","THIAMINE",
"385","ALGOBAZ ",2,"COBALT","MECOBALAMINE",
"386","ALGOBUSCOPAN NORAMIDOPYR ",0,"N/A",
"387","ALGOBUSCOPAN NORAMIDOPYRINE ",4,"BROME","METAMIZOLE","SCOPOLAMINE","N/A",
"388","ALGOCED Gé ",2,"DEXTROPROPOXYPHENE","PARACETAMOL",
"389","ALGOCRATINE ",3,"ACIDE ACETYLSALICYLIQUE","ACIDE ASCORBIQUE","CODEINE",
"390","ALGODOL ",1,"PARACETAMOL",
"391","ALGODOL CAFEINE ",2,"CAFEINE","PARACETAMOL",
"392","ALGOPHYTUM ",0,"N/A",
"393","ALGOPRIV ",2,"DIPROQUALONE","ETHENZAMIDE",
"394","ALGOSTERIL ",0,"N/A",
"395","ALGOTROPYL ",2,"PARACETAMOL","PROMETHAZINE",
"396","ALGOTROPYL PROMETHAZINE BB ",0,"N/A",
"397","ALGOTROPYL PROMETHAZINE ",0,"N/A",
"398","ALIMEMAZINE ",0,"N/A",
"399","ALIMTA ",1,"N/A","PEMETREXED",
"400","ALINAM ",1,"CHLORMEZANONE",
"401","ALINIA ",1,"NITAZOXANIDE",
"402","ALIPAGENE POUSS ",0,"N/A",
"403","ALIPASE ",1,"PANCRELIPASE",
"404","ALISKIRENE ",0,"N/A",
"405","ALISKIRENE HCT ",0,"N/A",
"406","ALISKIRENE HTC ",0,"N/A",
"407","ALITRETINOINE ",0,"N/A",
"408","ALITRETINOINE MOL ",0,"N/A",
"409","ALIZAPRIDE ",0,"N/A",
"410","ALKA SELTZER ",1,"ACIDE ACETYLSALICYLIQUE",
"411","ALKENIDE ",0,"N/A",
"412","ALKERAN ",1,"MELPHALAN",
"413","ALKOCORTENBIOFORM ",2,"CLIOQUINOL","FLUMETASONE",
"414","ALKONATREM ",0,"N/A",
"415","ALKOTAR ",0,"N/A",
"416","ALLERGA ",1,"N/A","DIPHENHYDRAMINE",
"417","ALLERGAMMA ",1,"IMMUNOGLOBULINE HUMAINE",
"418","ALLERGEFON ",1,"CARBINOXAMINE",
"419","ALLERGENE CANDIDINE ",0,"N/A",
"420","ALLERGENE POUSS MAISON ",0,"N/A",
"421","ALLERGENE VENIN D'ABEILLE ",0,"N/A",
"422","ALLERGENE VENIN GUEPE ",0,"N/A",
"423","ALLERGENES EXTRAITS TRANSD ",0,"N/A",
"424","ALLERGENES POLLEN ",0,"N/A",
"425","ALLERGENES VENIN ABEILLE APIS ",0,"N/A",
"426","ALLERGENES VENIN DE GUEPE ",0,"N/A",
"427","ALLERGENES VENIN GUEPE ",0,"N/A",
"428","ALLERGIFLASH ",0,"N/A",
"429","ALLERGLOBULINE ",1,"IMMUNOGLOBULINE PLACENTAIRE HUMAINE",
"430","ALLERGOCOMOD ",1,"SODIUM",
"431","ALLERGODIL ",2,"AZELASTINE","N/A",
"432","ALLI ",1,"ORLISTAT",
"433","ALLIUM CEPA ",0,"N/A",
"434","ALLIUM CEPA COMPO ",0,"N/A",
"435","ALLOCHRYSINE ",2,"AUROTHIOPROPANOL","OR",
"436","ALLOCHRYSINE IM ",2,"AUROTHIOPROPANOL","OR",
"437","ALLOFERINE ",0,"N/A",
"438","ALLOPTREX ",1,"SODIUM",
"439","ALLOPURINOL ",0,"N/A",
"440","ALLOPURINOL E.S. ",0,"N/A",
"441","ALLOPURINOL SODIQUE ",0,"N/A",
"442","ALLOPURINOL ZTV ",0,"N/A",
"443","ALLPYRAL PMAC ",0,"N/A",
"444","ALLPYRAL R PG ",0,"N/A",
"445","ALLPYRAL R PM ",0,"N/A",
"446","ALLPYRAL R PMAC ",0,"N/A",
"447","ALMA ",1,"TERPINE",
"448","ALMIDE ",1,"N/A","LODOXAMIDE",
"449","ALMINOPROFENE ",0,"N/A",
"450","ALMITRINE ",0,"N/A",
"451","ALMOGRAN ",0,"N/A",
"452","ALMOTRIPTAN ",0,"N/A",
"453","ALODONT ",0,"N/A",
"454","ALOE BT50 ",0,"N/A",
"455","ALOE ",0,"N/A",
"456","ALOES + SENE ",0,"N/A",
"457","ALOES DU CAP ",0,"N/A",
"458","ALOPEXY COFFRET ",1,"MINOXIDIL",
"459","ALOPEXY ",1,"MINOXIDIL",
"460","ALOPEXY POMPE ",1,"MINOXIDIL",
"461","ALOPLASTINE ACIDE ",0,"N/A",
"462","ALOPLASTINE ICHTHYOLEE ",0,"N/A",
"463","ALOPLASTINE ",4,"N/A","GLYCEROL","TALC","ZINC","ZINC OXYDE",
"464","ALOSTIL ",1,"MINOXIDIL",
"465","ALOXI ",1,"PALONOSETRON",
"466","ALPAGELLE ",1,"MIRISTALKONIUM",
"467","ALPHA KADOL ",0,"N/A",
"468","ALPHA RENOL ",4,"CHIENDENT","GENIEVRE","MAIS","PRELE",
"469","ALPHACAINE N ",2,"ARTICAINE","EPINEPHRINE",
"470","ALPHACAINE ",2,"ARTICAINE","EPINEPHRINE",
"471","ALPHACHYMOTRYPSINE CHOAY ",2,"CHYMOTRYPSINE","N/A",
"472","ALPHACHYMOTRYPSINE ",1,"CHYMOTRYPSINE",
"473","ALPHACUTANEE ",1,"CHYMOTRYPSINE",
"474","ALPHAGAN (2MG/ML) ",2,"BRIMONIDINE","BROME",
