ACUILIX  : 1
ACUITEL  : 3
ACULAR  : 1
ACUPAN  : 1
ACYLANIDE  : 1
ADAGEN  : 1
ADALATE  : 4
ADALGUR  : 1
ADALIMUMAB  : 1
ADANCOR  : 2
ADAPALENE  : 6
ADAPALENE PEROXYDE DE BENZOYL  : 1
ADAPTINOL  : 1
ADARTREL  : 4
ADASUVE UNIDOS  : 1
ADCETRIS  : 1
ADCIRCA  : 1
ADEFOVIR DIPIVOXIL  : 1
ADEFOVIR DIPIVOXIL GILEAD  : 1
ADEMPAS  : 5
ADENA C  : 1
ADENOCYNESINE  : 1
ADENOSCAN  : 1
ADENOSINE BASE  : 2
ADENOSINE MONOPHOSPHATE  : 1
ADENOSINE TRIPHOSPHATE  : 2
ADENURIC  : 2
ADENYL  : 3
ADEPAL  : 1
ADESLEUKINE  : 1
ADIARIL  : 1
ADIAZINE  : 1
ADIXON  : 1
ADLONE  : 1
ADN BIOSTABILEX  : 1
ADN H P BIOSTABILEX  : 1
ADN MAYOLY SPINDL  : 1
ADOPORT  : 3
ADRAFINIL  : 1
ADRENALINE  : 29
ADRENALINE IC  : 1
ADRENALINE IV  : 1
ADRENALINE IV SC  : 3
ADRENALINE IV SC IM TRACH  : 1
ADRENALINE SS  : 2
ADRENALONE TETRACAINE  : 1
ADRENOXYL  : 3
ADREVIEW  : 1
ADREXAN  : 2
ADRIAMYCINE  : 2
ADRIBLASTINE  : 10
ADRIBLASTINE DR  : 4
ADRIGYL  : 2
ADROVANCE  : 2
ADVAGRAF  : 4
ADVATE  : 10
ADVIL  : 3
ADVILCAPS  : 2
ADVILEFF  : 1
ADVILGEL  : 1
ADVILMED  : 3
ADVILMED NR  : 1
ADVILTAB  : 1
AEINE  : 1
AEINE VIT B1  : 1
AERIUS  : 5
AEROCID  : 1
AERODIOL MICROG  : 1
AEROFILM  : 1
AEROPHAGYL  : 1
AERRANE LIQUIDE  : 2
AESCULUS  : 8
AESCULUS BT80  : 1
AESCULUS FL30ML  : 1
AESCULUS PAEONIA  : 1
AETHONE  : 3
AETHONE AROMAT  : 1
AETOXISCLEROL  : 7
AFATINIB  : 4
AFEBRYL  : 1
AFERADOL  : 1
AFERADOL OBERLIN  : 1
AFFINEX MINCEUR  : 2
AFINITOR  : 2
AFLIBERCEPT  : 1
AFLIBERCEPT INTRAVIT  : 1
AFRA  : 1
AFTAB  : 1
AFTAGEL  : 2
AFTOSIUM  : 1
AGALSIDASE ALFA  : 1
AGALSIDASE BETA  : 1
AGARICUS  : 1
AGATHOL  : 1
AGENERASE  : 3
AGICOR  : 1
AGIOLAX  : 1
AGLUCOSIDASE ALFA  : 1
AGOMELATINE  : 3
AGRAM  : 5
AGRAM AVEC SUCRE  : 1
AGRAM Gé  : 5
AGRAM IM  : 1
AGRASTAT  : 2
AGREAL  : 1
AGRELIN  : 1
AGRIPPAL  : 1
AGYRAX  : 1
AGYRAX BTE  : 1
AIGLONYL  : 1
AIGLONYL Gé  : 1
AINSCRID  : 1
AIRELLE + BETA CAROTENE  : 1
AIROMIR AUTOHALER MICROG  : 1
AIROMIR MICROG  : 1
AJMALINE  : 1
AKINDEX  : 1
AKINDEX AD  : 1
AKINDOL FOURNIER  : 2
AKINETON  : 1
ALAIRGIX ALLERGIE  : 1
ALAIRGIX RHIN ALL  : 1
ALANINE L  : 1
ALBATRAN  : 1
ALBENDAZOLE  : 4
ALBEY VENIN ABEILLE  : 1
ALBEY VENIN D'ABEILLE  : 1
ALBEY VENIN DE GUEPE  : 2
ALBUMINE  : 4
ALBUMINE HUMAINE  : 5
ALBUMINE IODEE (125I)  : 2
ALBUMINE LFB  : 6
ALBUMINE MERIEUX  : 4
ALBUNORM  : 8
ALCAPHOR  : 1
ALCOLENE  : 1
ALCOOL CAMPHRE  : 1
ALCOOL ETHYLIQUE  : 2
ALCOOL GILBERT  : 4
ALCOOL MEDICAL GILB  : 1
ALCOOL MODIFIE  : 11
ALCOOL MODIFIE DEMEL  : 1
ALCOPAR  : 1
ALCOR AD  : 1
ALCOVER  : 1
ALDACTAZINE  : 1
ALDACTONE  : 4
ALDALIX  : 1
ALDARA  : 1
ALDARA (UK) ADP  : 1
ALDATENSE  : 1
ALDECINE  : 2
ALDESLEUKINE  : 2
ALDIREK  : 1
ALDOMET  : 3
ALDURAZYME  : 1
ALDYZINE DENTAIRE  : 2
ALEMTUZUMAB  : 1
ALENDRONATE  : 3
ALENDRONATE + COLECALCIFEROL  : 1
ALENDRONATE COLECALCIFEROL  : 1
ALENDRONIQUE AC  : 1
ALENDRONIQUE ACIDE  : 22
ALEPSAL  : 7
ALERDUAL  : 1
ALERION  : 1
ALEVE  : 1
ALEVETABS  : 1
ALFA AMYLASE  : 7
ALFA AMYLASE RAU  : 1
ALFA AMYLASE U  : 4
ALFA AMYLASE U.CEIP/ML  : 1
ALFA-1 ANTITRYPSINE HUM  : 1
ALFACALCIDOL  : 5
ALFACALCIDOL MICROGR  : 1
ALFACALCIDOL MICROGRAMME  : 1
ALFALASTIN  : 3
ALFARE  : 1
ALFATIL  : 7
ALFENTANIL  : 1
ALFUZOSINE  : 28
ALFUZOSINE SYNT  : 1
ALFUZOSINE ZTV  : 1
ALG + BICAR + CARB CA  : 1
ALGESAL  : 2
ALGESAL SURACTIVE  : 3
ALGICALM  : 1
ALGICON  : 3
ALGIFENE  : 1
ALGIMAX  : 1
ALGINATE BICAR SODIUM  : 8
ALGINATE BICARBONATE  : 2
ALGINATE BICARBONATE NRS  : 1
ALGINIC  : 1
ALGINIQUE AC + ALUM OXYDE  : 1
ALGINIQUE AC + ALUMINIUM OXYDE  : 1
ALGISEDAL  : 1
ALGISPIR  : 2
ALGISPIR AD  : 1
ALGISPIR NR  : 1
ALGITEX  : 1
ALGO NEVRITON  : 1
ALGOBAZ  : 1
ALGOBUSCOPAN NORAMIDOPYR  : 1
ALGOBUSCOPAN NORAMIDOPYRINE  : 2
ALGOCED Gé  : 1
ALGOCRATINE  : 1
ALGODOL  : 2
ALGODOL CAFEINE  : 1
ALGOPHYTUM  : 1
ALGOPRIV  : 1
ALGOSTERIL  : 5
ALGOTROPYL  : 1
ALGOTROPYL PROMETHAZINE  : 1
ALGOTROPYL PROMETHAZINE BB  : 1
ALIMEMAZINE  : 5
ALIMTA  : 3
ALINAM  : 2
ALINIA  : 2
ALIPAGENE POUSS  : 1
ALIPASE  : 1
ALISKIRENE  : 2
ALISKIRENE HCT  : 1
ALISKIRENE HTC  : 3
ALITRETINOINE  : 2
ALITRETINOINE MOL  : 1
ALIZAPRIDE  : 2
ALKA SELTZER  : 1
ALKENIDE  : 2
ALKERAN  : 3
ALKOCORTENBIOFORM  : 1
ALKONATREM  : 1
ALKOTAR  : 1
ALLERGA  : 2
ALLERGAMMA  : 1
ALLERGEFON  : 1
ALLERGENE CANDIDINE  : 4
ALLERGENE POUSS MAISON  : 1
ALLERGENE VENIN D'ABEILLE  : 1
ALLERGENE VENIN GUEPE  : 2
ALLERGENES EXTRAITS TRANSD  : 1
ALLERGENES POLLEN  : 1
ALLERGENES VENIN ABEILLE APIS  : 1
ALLERGENES VENIN DE GUEPE  : 1
ALLERGENES VENIN GUEPE  : 1
ALLERGIFLASH  : 1
ALLERGLOBULINE  : 1
ALLERGOCOMOD  : 1
ALLERGODIL  : 2
ALLI  : 1
ALLIUM CEPA  : 4
ALLIUM CEPA COMPO  : 1
ALLOCHRYSINE  : 6
ALLOCHRYSINE IM  : 1
ALLOFERINE  : 1
ALLOPTREX  : 2
ALLOPURINOL  : 70
ALLOPURINOL E.S.  : 1
ALLOPURINOL SODIQUE  : 1
ALLOPURINOL ZTV  : 3
ALLPYRAL PMAC  : 2
ALLPYRAL R PG  : 3
ALLPYRAL R PM  : 3
ALLPYRAL R PMAC  : 2
ALMA  : 1
ALMIDE  : 2
ALMINOPROFENE  : 2
ALMITRINE  : 2
ALMOGRAN  : 1
ALMOTRIPTAN  : 4
ALODONT  : 3
ALOE  : 4
ALOE BT50  : 1
ALOES + SENE  : 1
ALOES DU CAP  : 1
ALOPEXY  : 3
ALOPEXY COFFRET  : 1
ALOPEXY POMPE  : 2
ALOPLASTINE  : 2
ALOPLASTINE ACIDE  : 1
ALOPLASTINE ICHTHYOLEE  : 1
ALOSTIL  : 4
ALOXI  : 1
ALPAGELLE  : 2
ALPHA KADOL  : 1
ALPHA RENOL  : 1
ALPHACAINE  : 1
ALPHACAINE N  : 1
ALPHACHYMOTRYPSINE  : 1
ALPHACHYMOTRYPSINE CHOAY  : 3
ALPHACUTANEE  : 1
ALPHAGAN (2MG/ML)  : 1
ALPHAGAN P  : 2
ALPHAMUCASE  : 1
ALPHEXINE VO Gé  : 2
ALPHINTERN  : 1
ALPHOSYL  : 1
ALPRAZOLAM  : 38
ALPRESS  : 2
ALPROSTADIL  : 9
ALPROSTADIL CART  : 1
ALPROSTADIL IC  : 1
ALPURIC  : 1
ALTEA  : 1
ALTEIS  : 3
ALTEISDUO  : 4
ALTEPLASE  : 4
ALTIM  : 1
ALTOPOU  : 1
ALTRETAMINE  : 1
ALUCALM  : 1
ALUCTYL  : 2
ALUMINIUM / MAGNESIUM HYDR  : 1
ALUMINIUM / MAGNESIUM HYDR SS SUCRE  : 1
ALUMINIUM HYDROX SILICE  : 2
ALUMINIUM HYDROXSILICE FNSFP  : 1
ALUMINIUM OXY +MAGNESIUM HYD SUS  : 1
ALUMINIUM OXYDE  : 1
ALUMINIUM OXYDE + SIMETHICONE  : 1
ALUMINIUM PHOSPHATE  : 3
ALUN DE CHROME  : 1
ALUPENT  : 2
ALVERINE + SIMETHICONE  : 1
ALVERINE EXTRAIT  : 1
ALVESCO INH  : 2
ALVITYL  : 2
ALYOSTAL VENIN ABEILLE APIS  : 2
ALYOSTAL VENIN GUEPE POLISTE  : 2
ALYOSTAL VENIN GUEPE VESPULA  : 2
ALYRANE LIQUIDE  : 1
AMANTADINE  : 2
AMANTAN  : 1
AMARANCE  : 1
AMAREL  : 5
AMBATROL  : 1
AMBATROL NR  : 1
AMBENONIUM  : 1
AMBESYLATE  : 1
AMBESYLATE Gé  : 1
AMBILHAR  : 1
AMBILHAR AD  : 1
AMBISOME  : 2
AMBRISENTAN  : 2
AMBROXOL  : 33
AMBROXOL + GD  : 1
AMBROXOL +GD  : 1
AMBROXOL AER  : 1
AMBROXOL CM  : 1
AMCY KRYPTOGAS GENERATEUR  : 1
AMERSCAN ETAIN STANNEUX  : 1
AMERSCAN MEDRONATE  : 1
AMETYCINE  : 3
AMETYCINE VESICALE  : 1
AMG  : 2
AMICIC  : 1
AMIDAL  : 2
AMIDOTRIZOATE  : 3
AMIFAMPRIDINE  : 1
AMIFOSTINE  : 1
AMIKACINE  : 25
AMIKACINE NEB  : 1
AMIKLIN  : 3
AMIKLIN PED  : 1
AMILORIDE  : 1
AMILORIDE + FUROSEMIDE  : 1
AMILORIDE + HCTZ  : 1
AMILORIDE HCTZ  : 2
AMINCITEX .  : 1
AMINOGLUTETHIMIDE  : 1
AMINOMIX  : 18
AMINOPHYLLINE  : 5
AMINOPLASMAL  : 2
AMINOPLASMAL AA  : 2
AMINOSTAB  : 4
AMINOVEN  : 2
AMINOVENOS HEPA  : 1
AMINOX  : 1
AMIODARONE  : 25
AMIODARONE ZTV  : 1
AMIODIREX  : 1
AMIPAQUE  : 2
AMISULPRIDE  : 61
AMISULPRIDE PHARMA  : 1
AMITRIPTYLINE  : 4
AMLODILATE Gé  : 2
AMLODIPINE  : 48
AMLODIPINE + ATORVASTATINE  : 2
AMLODIPINE + OLMESARTAN  : 2
AMLODIPINE + VALSARTAN  : 3
AMLODIPINE AENORASIS  : 2
AMLODIPINE OLMESARTAN  : 1
AMLODIPINE PERINDOPRIL  : 4
AMLODIPINE PHARMA  : 1
AMLODIPINE PHARMA GELLULE  : 1
AMLODIPINE QVR  : 2
AMLODIPINE RATIO  : 2
AMLODIPINE+INDAPAMID  : 2
AMLOR  : 2
AMMONAPS  : 3
AMMONIUM CHL  : 1
AMMONUL  : 1
AMOBARBITAL  : 2
AMODEX  : 7
AMODEX Gé  : 1
AMODEX IM  : 1
AMODIAQUINE CHLORHYDRATE  : 1
AMOPHAR  : 1
AMOPHAR Gé  : 4
AMOROLFINE PFA VERNIS MED  : 1
AMOROLFINE UGO V. NEC  : 1
AMOROLFINE V.2.5ML  : 1
AMOROLFINE VERNIS A ONGLE MED  : 1
AMOROLFINE VERNIS MED  : 14
AMOX/AC CL  : 1
AMOX/AC CLA  : 1
AMOX/AC CLAV  : 38
AMOX/AC CLAV AD  : 23
AMOX/AC CLAV AD SA  : 2
AMOX/AC CLAV ADSAC  : 1
AMOX/AC CLAV GEN  : 1
AMOX/AC CLAV GSK  : 1
AMOX/AC CLAV IV  : 10
AMOX/AC CLAV NR  : 13
AMOX/AC CLAV RATIO  : 1
AMOX/AC CLAV RATIO AD  : 2
AMOX/AC CLAV RATIO NR  : 1
AMOXAPINE  : 2
AMOXICILLINE  : 115
AMOXICILLINE + CLAVULANATE  : 5
AMOXICILLINE BST  : 1
AMOXICILLINE CLAVULANATE  : 2
AMOXICILLINE COX  : 2
AMOXICILLINE IM  : 2
AMOXICILLINE IV  : 4
AMOXICILLINE IV IM  : 1
AMOXICILLINE OR  : 1
AMOXICILLINE RATIO  : 2
AMOXICILLINE SB  : 10
AMOXICILLINE SB F  : 1
AMOXICILLINE SOLV IM  : 1
AMOXICILLINE SSS  : 3
AMOXICILLINE SUCRE  : 3
AMOXICILLINE ZTV  : 2
AMOXINE  : 1
AMPECYCLAL  : 2
AMPHO  : 1
AMPHOCYCLINE  : 2
AMPHOLAX  : 1
AMPHOPRIM FORT  : 1
AMPHOSYNTHYL  : 2
AMPHOTERICINE B  : 5
AMPHOTERICINE B NR  : 1
AMPICIL  : 5
AMPICILLINE  : 20
AMPICILLINE + SULBACTAM IM  : 1
AMPICILLINE IM IV  : 2
AMPICILLINE IV IM  : 1
AMPICILLINE SULBACTAM IM IV  : 1
AMPRENAVIR  : 1
AMSACRINE  : 1
AMSALYO  : 1
AMSIDINE  : 1
AMUKINE  : 6
AMVISC  : 1
AMYCOR  : 3
AMYCOR ONYCHOSET  : 1
AMYCYCLINE  : 1
AMYGDOL  : 1
AMYGDORECTOL  : 1
AMYGDORECTOL AD  : 1
AMYGDOSPRAY  : 1
AMYLASE  : 1
AMYLEINE + LEVOMENTHOL GINGIVALE  : 1
AMYLEINE GINGIVALE  : 1
AMYLEINE PIN EUCAL GAIACO  : 1
AMYLEINE PIN EUCAL GAIACOL  : 1
AMYLODIASTASE  : 1
AMYTAL SODIUM  : 1
ANACORYL  : 1
ANADOR  : 1
ANAFEBRYL  : 1
ANAFEBRYL NR  : 1
ANAFRANIL  : 4
ANAGRELIDE  : 1
ANAHELP SC IM  : 1
ANAKINRA  : 1
ANAKIT SC IM  : 1
ANALGYL  : 1
ANANDRON  : 2
ANANXYL  : 1
ANAPEN IM  : 4
ANASTROZOLE  : 20
ANASTROZOLE ACC  : 1
ANASTROZOLE BIOSTABILEX  : 1
ANASTROZOLE KABI  : 1
ANAUSIN METOCLOP  : 2
ANAUSIN METOCLOPRAMIDE  : 1
ANAXERYL  : 1
ANCESTIME  : 1
ANCOTIL  : 3
ANDANTOL  : 1
ANDISSA Gé  : 5
ANDRACTIM  : 1
ANDROCUR  : 2
ANDROGEL  : 2
ANDROSTANOLONE  : 1
ANDROTARDYL  : 1
ANESDERM Gé  : 2
ANETHOLTRITHIONE  : 2
ANEXATE  : 1
ANEXATE A10ML  : 1
ANFALOXYL Gé  : 2
ANGELIQ  : 1
ANGI-SPRAY MAL DE GORGE  : 1
ANGIOCIS TROUSSE  : 1
ANGIOGRAFINE  : 4
ANGIOGRAFINE NEC  : 1
ANGIOPHTAL  : 1
ANGIOTENSINAMIDE  : 1
ANGIOX  : 1
ANGIOXINE  : 1
ANGIPAX  : 1
ANGISPRAY  : 1
ANGITRINE  : 3
ANIDULAFUNGINE  : 1
ANIDULAFUNGINE PRD  : 1
ANOLAN  : 2
ANOREINE  : 1
ANOREX  : 1
ANSATIPINE  : 1
ANTADYS  : 2
ANTAGOSAN  : 2
ANTALBY PHENOBARBITAL AD  : 1
ANTALBY SIMPLE  : 2
ANTALBY SIMPLE AD  : 1
ANTALBY SIMPLE IM IV  : 1
ANTALFENE  : 1
ANTALNOX  : 1
ANTALVIC AD  : 1
ANTALYRE  : 2
ANTARENE  : 4
ANTARENE CODEINE  : 2
ANTARENE Gé  : 1
ANTARENE NR  : 1
ANTASOL GAZ  : 2
ANTASOL GAZ + MANO  : 2
ANTASOL GAZ + MANO ET DEBIT  : 2
ANTASTHENE  : 1
ANTASTHENE GLUT VIT C  : 1
ANTAXONE  : 1
ANTEBOR  : 2
ANTEBOR B6  : 1
ANTELMINA  : 1
ANTHELOX  : 1
ANTHRANOL  : 1
ANTHRAXIVORE  : 1
ANTHYLLINE  : 1
ANTHYLLINE DOS  : 1
ANTI ACIDE  : 1
ANTI H  : 2
ANTI HEMORROIDAIRE CASSENNE  : 2
ANTI HEMORROIDAL  : 1
ANTI RHINYL FRAMYCETINE AD  : 1
ANTI RHINYL NR  : 1
ANTIBIO ABEREL  : 1
ANTIBIO ABEREL TAMPON  : 1
ANTIBIO SYNALAR  : 1
ANTIBIOPHILUS  : 2
ANTIBIOTREX  : 1
ANTIBIOTULLE  : 4
ANTICHOLIUM  : 1
ANTICOR DU MASSIF DE CHARTREUSE  : 1
ANTICOR JUIF ERRANT  : 1
ANTIDIABMIL  : 1
ANTIDIAR Gé  : 1
ANTIDOTUM THALLI  : 1
ANTIGENE HYDATIQUE  : 1
ANTIGLUCOMIL  : 3
ANTIGONE  : 1
ANTIGOUTTEUX REZALL  : 1
ANTIGRIPPINE ASPIRINE  : 1
ANTIGRIPPINE MIDY VIT C  : 1
ANTIGRIPPINE PARACETAMOL  : 1
ANTILFA  : 1
ANTIMONIATE MEGLUMINE  : 1
ANTIMUCOSE  : 1
ANTINAL  : 1
ANTINERVEUX LESOURD  : 1
ANTIPHLOGISTINE CATAPLASME  : 1
ANTIPHLOGISTINE N1  : 1
ANTIPHLOGISTINE N2  : 1
ANTIPHLOGISTINE N3  : 1
ANTIPHLOGISTINE N4  : 1
ANTIPHLOGISTINE N5  : 1
ANTIPYRINE  : 1
ANTISCABIOSUM  : 1
ANTISEPTIQUE CALMANTE  : 1
ANTITHROMBINE III  : 1
ANTITOXINE BOTULIQUE  : 1
ANTITOXINE DIPHTERIQUE  : 1
ANTITUSSIF NR  : 1
ANTIVYPMIN TRI  : 1
ANTRIMA  : 1
ANTRIMA NR  : 1
ANTURAN  : 1
ANURATE  : 1
ANUSOL  : 1
ANUSOL RECTALE  : 1
ANXEMIL  : 1
ANXITUM  : 1
ANXORAL  : 1
ANXORAL FORT  : 1
ANXYREX Gé  : 1
ANY  : 2
ANZEMET  : 3
AOTAL  : 1
APACEF  : 1
APACEF IM  : 2
APACEF IM IV  : 1
APAISYL  : 1
APAISYLGEL  : 1
APAROXAL  : 1
APEGMONE  : 1
APHILAN  : 1
APHILAN DEMANGEAISONS  : 1
APHLOINE P  : 1
APHLOMYCINE  : 1
APHLOZYME  : 1
APHTIRIA  : 1
APHTORAL  : 1
APIDRA  : 1
APIDRA CART  : 1
APIDRA OPTIC  : 1
APIDRA SOLOSTAR  : 1
APIDRA STY  : 1
APILAXE  : 1
APISERUM  : 1
APIXABAN  : 2
APOKINON  : 5
APOMORPHINE  : 7
APOMORPHINE CHABRE  : 1
APRACLONIDINE  : 1
APRANAX  : 7
APREPITANT  : 2
APREPITANT ET  : 1
APRICAL LOSUNG  : 1
APROKAM  : 1
APROVEL  : 3
APROVEL DU  : 3
APROVEL PELL  : 3
APROVEL PELL DU  : 3
APSOR  : 3
APTINE  : 1
APTINE DURULES  : 1
APTIVUS  : 1
APTIVUS FL95ML  : 1
APURONE  : 1
AQSIA  : 2
AQUALARM  : 1
AQUAREST  : 1
AQUARHINE  : 1
ARACYTINE  : 2
ARACYTINE IV  : 2
ARAMINE  : 1
ARANESP MICROG/0.375ML  : 2
ARANESP MICROG/0.3ML  : 9
ARANESP MICROG/0.4ML  : 7
ARANESP MICROG/0.4ML STYL  : 1
ARANESP MICROG/0.5ML  : 8
ARANESP MICROG/0.5ML STY  : 1
ARANESP MICROG/0.65ML  : 3
ARANESP MICROG/0.6ML  : 3
ARANESP MICROG/1ML  : 7
ARAVA  : 3
ARAVA (ADP) (MWI)  : 1
ARAVA ADP BBA  : 2
ARAVA ADP MWI  : 1
ARCALION  : 1
ARCALION (E)  : 1
ARCHITEX  : 1
ARCOXIA  : 2
AREDIA  : 3
ARESTAL  : 1
ARGANOVA  : 1
ARGATRA  : 1
ARGATROBAN  : 1
ARGENT COLLOIDAL  : 3
ARGENTUM COMPLEXE N98  : 1
ARGICILLINE  : 1
ARGININE ASPARTATE  : 1
ARGININE CHL  : 1
ARGININE CHLORYDRATE  : 1
ARGININE GLUCOSE BIPHAR  : 1
ARGININE SORBITOL  : 1
ARGININE SORBITOL EGIC  : 1
ARGININE VEYRON  : 4
ARGINOCOLOR  : 1
ARGINOTRI B  : 1
ARGIPRESSIN  : 1
ARGYROPHEDRINE  : 4
ARHEMAPECTINE  : 1
ARHUMYL  : 1
ARICEPT  : 4
ARICEPT (IT)  : 1
ARIDOL  : 1
ARIKACE NEB  : 1
ARIMIDEX  : 1
ARIMIDEX (AIP) (BBA IT)  : 1
ARIMIDEX (AIP) (POL)  : 1
ARIMIDEX (BE)  : 1
ARIMIDEX (E)  : 1
ARIMIDEX (ESP)  : 1
ARIMIDEX (GB)  : 1
ARIMIDEX (UK)  : 1
ARINATE  : 1
ARIPIPRAZOLE  : 6
