"271","ADENYL ","ADENOSINE"
"272","ADENYL ","N/A"
"273","ADEPAL ","N/A"
"274","ADESLEUKINE ","N/A"
"275","ADIARIL ","N/A"
"276","ADIAZINE ","SULFADIAZINE"
"277","ADIXON ","FLUDROCORTISONE"
"278","ADLONE ","EXIFONE"
"279","ADN BIOSTABILEX ","N/A"
"280","ADN H P BIOSTABILEX ","ACIDE DESOXYRIBONUCLEIQUE"
"281","ADN MAYOLY SPINDL ","ACIDE DESOXYRIBONUCLEIQUE"
"282","ADOPORT ","TACROLIMUS"
"283","ADRAFINIL ","N/A"
"284","ADRENALINE IV SC ","N/A"
"285","ADRENALINE ","N/A"
"286","ADRENALINE IV SC IM TRACH ","N/A"
"287","ADRENALINE ","EPINEPHRINE"
"288","ADRENALINE SS ","EPINEPHRINE"
"289","ADRENALINE IC ","EPINEPHRINE"
"290","ADRENALINE IV ","EPINEPHRINE"
"291","ADRENALONE TETRACAINE ","N/A"
"292","ADRENOXYL ","CARBAZOCHROME"
"293","ADRENOXYL ","N/A"
"294","ADREVIEW ","IOBENGUANE"
"295","ADREVIEW ","IODE"
"296","ADREXAN ","PROPRANOLOL"
"297","ADRIAMYCINE ","DOXORUBICINE"
"298","ADRIBLASTINE DR ","DOXORUBICINE"
"299","ADRIBLASTINE ","DOXORUBICINE"
"300","ADRIBLASTINE ","N/A"
"301","ADRIGYL ","COLECALCIFEROL"
"302","ADROVANCE ","N/A"
"303","ADROVANCE ","COLECALCIFEROL"
"304","ADROVANCE ","ACIDE ALENDRONIQUE"
"305","ADVAGRAF ","TACROLIMUS"
"306","ADVATE ET ","OCTOCOG ALFA"
"307","ADVATE ","OCTOCOG ALFA"
"308","ADVIL ","IBUPROFENE"
"309","ADVILCAPS ","IBUPROFENE"
"310","ADVILEFF ","IBUPROFENE"
"311","ADVILGEL ","IBUPROFENE"
"312","ADVILMED ","IBUPROFENE"
"313","ADVILMED ET NR ","IBUPROFENE"
"314","ADVILTAB ","IBUPROFENE"
"315","AEINE ","AUBEPINE"
"316","AEINE ","PHENOBARBITAL"
"317","AEINE VIT B1 ","ACETANILIDE"
"318","AEINE VIT B1 ","AUBEPINE"
"319","AEINE VIT B1 ","CORTICO SURRENALE"
"320","AEINE VIT B1 ","EPHEDRINE"
"321","AEINE VIT B1 ","PEPTONE"
"322","AEINE VIT B1 ","PHENOBARBITAL"
"323","AEINE VIT B1 ","THIAMINE (VITAMINE B1)"
"324","AERIUS ","DESLORATADINE"
"325","AEROCID ","DIMETICONE"
"326","AEROCID ","PANCREAS PORC"
"327","AERODIOL MICROG ","ESTRADIOL"
"328","AEROFILM ","N/A"
"329","AEROPHAGYL ","ACIDE CITRIQUE"
"330","AEROPHAGYL ","BROME"
"331","AEROPHAGYL ","CALCIUM"
"332","AEROPHAGYL ","METHENAMINE"
"333","AEROPHAGYL ","SODIUM"
"334","AERRANE LIQUIDE ","ISOFLURANE"
"335","AESCULUS ","N/A"
"336","AESCULUS FL30ML ","N/A"
"337","AESCULUS BT80 ","N/A"
"338","AESCULUS PAEONIA ","N/A"
"339","AETHONE ","N/A"
"340","AETHONE AROMAT ","N/A"
"341","AETOXISCLEROL ","LAUROMACROGOL"
"342","AFATINIB ","N/A"
"343","AFEBRYL ","ACIDE ACETYLSALICYLIQUE"
"344","AFEBRYL ","ACIDE ASCORBIQUE"
"345","AFEBRYL ","PARACETAMOL"
"346","AFERADOL ","PARACETAMOL"
"347","AFERADOL OBERLIN ","PARACETAMOL"
"348","AFFINEX MINCEUR ","FUCUS"
"349","AFFINEX MINCEUR ","ORTHOSIPHON"
"350","AFFINEX MINCEUR ","REINE DES PRES"
"351","AFINITOR ","EVEROLIMUS"
"352","AFLIBERCEPT ","N/A"
"353","AFLIBERCEPT INTRAVIT ","N/A"
"354","AFRA ","N/A"
"355","AFTAB ","TRIAMCINOLONE"
"356","AFTAGEL ","N/A"
"357","AFTOSIUM ","N/A"
"358","AGALSIDASE ALFA ","N/A"
"359","AGALSIDASE BETA ","N/A"
"360","AGARICUS ","N/A"
"361","AGATHOL ","N/A"
"362","AGENERASE ","AMPRENAVIR"
"363","AGICOR ","N/A"
"364","AGIOLAX ","N/A"
"365","AGIOLAX ","ISPAGHUL"
"366","AGLUCOSIDASE ALFA ","N/A"
"367","AGOMELATINE ","N/A"
"368","AGOMELATINE ","AGOMELATINE"
"369","AGRAM Gé ","N/A"
"370","AGRAM ","N/A"
"371","AGRAM ET IM ","N/A"
"372","AGRAM AVEC SUCRE ","N/A"
"373","AGRAM ET ","N/A"
"374","AGRASTAT ","N/A"
"375","AGREAL ","VERALIPRIDE"
"376","AGRELIN ","ANAGRELIDE"
"377","AGRIPPAL ","ANTIGENE GRIPPE"
"378","AGRIPPAL ","VIRUS GRIPPE A"
"379","AGYRAX ","MECLOZINE"
"380","AGYRAX BTE ","N/A"
"381","AIGLONYL ","SULPIRIDE"
"382","AIGLONYL Gé ","SULPIRIDE"
"383","AINSCRID ","INDOMETACINE"
"384","AIRELLE + BETA CAROTENE ","N/A"
"385","AIROMIR MICROG ","N/A"
"386","AIROMIR AUTOHALER MICROG ","SALBUTAMOL"
"387","AJMALINE ","N/A"
"388","AKINDEX AD ","N/A"
"389","AKINDEX ","N/A"
"390","AKINDOL FOURNIER ","PARACETAMOL"
"391","AKINETON ","BIPERIDINE"
"392","ALAIRGIX ALLERGIE A ","CETIRIZINE"
"393","ALAIRGIX RHIN ALL ","SODIUM"
"394","ALANINE L ","N/A"
"395","ALBATRAN ","PAPAVERINE"
"396","ALBENDAZOLE ","N/A"
"397","ALBEY VENIN ABEILLE ","VENIN ABEILLE"
"398","ALBEY VENIN D'ABEILLE ","VENIN ABEILLE"
"399","ALBEY VENIN DE GUEPE ","VENIN GUEPE"
"400","ALBUMINE ","ALBUMINE"
"401","ALBUMINE ","ALBUMINE HUMAINE"
"402","ALBUMINE HUMAINE ","N/A"
"403","ALBUMINE IODEE (125I) ","N/A"
"404","ALBUMINE IODEE (125I) ","ALBUMINE"
"405","ALBUMINE IODEE (125I) ","ALBUMINE HUMAINE"
"406","ALBUMINE IODEE (125I) ","IODE"
"407","ALBUMINE LFB ","ALBUMINE"
"408","ALBUMINE LFB ","ALBUMINE HUMAINE"
"409","ALBUMINE MERIEUX ","N/A"
"410","ALBUNORM ","ALBUMINE"
"411","ALBUNORM ","ALBUMINE HUMAINE"
"412","ALCAPHOR ","N/A"
"413","ALCOLENE ","N/A"
"414","ALCOOL CAMPHRE ","N/A"
"415","ALCOOL ETHYLIQUE ","N/A"
"416","ALCOOL GILBERT ","N/A"
"417","ALCOOL MEDICAL GILB ","N/A"
"418","ALCOOL MODIFIE ","ETHANOL"
"419","ALCOOL MODIFIE DEMEL ","N/A"
"420","ALCOOL MODIFIE ","N/A"
"421","ALCOPAR ","BEPHENIUM"
"422","ALCOR AD ","N/A"
"423","ALCOVER ","ACIDE HYDROXYBUTYRIQUE"
"424","ALDACTAZINE ","ALTIZIDE"
"425","ALDACTAZINE ","SPIRONOLACTONE"
"426","ALDACTONE ","SPIRONOLACTONE"
"427","ALDALIX ","FUROSEMIDE"
"428","ALDALIX ","SPIRONOLACTONE"
"429","ALDARA ","IMIQUIMOD"
"430","ALDARA (UK) ADP ","IMIQUIMOD"
"431","ALDATENSE ","ALTIZIDE"
"432","ALDATENSE ","CANRENOATE"
"433","ALDATENSE ","RESCINNAMINE"
"434","ALDECINE ","N/A"
"435","ALDESLEUKINE ","N/A"
"436","ALDIREK ","CETIRIZINE"
"437","ALDOMET ","N/A"
"438","ALDOMET ","METHYLDOPA"
"439","ALDURAZYME ","LARONIDASE"
"440","ALDYZINE DENTAIRE ","N/A"
"441","ALEMTUZUMAB ","N/A"
"442","ALENDRONATE ","N/A"
"443","ALENDRONATE + COLECALCIFEROL ","N/A"
"444","ALENDRONATE COLECALCIFEROL ","N/A"
"445","ALENDRONIQUE AC ","N/A"
"446","ALENDRONIQUE ACIDE ","N/A"
"447","ALENDRONIQUE ACIDE ","ACIDE ALENDRONIQUE"
"448","ALEPSAL ","CAFEINE"
"449","ALEPSAL ","PHENOBARBITAL"
"450","ALEPSAL ","N/A"
"451","ALERDUAL ","AZELASTINE"
"452","ALERION ","N/A"
"453","ALEVE ","NAPROXENE"
"454","ALEVETABS ","NAPROXENE"
"455","ALFA AMYLASE U.CEIP/ML ","N/A"
"456","ALFA AMYLASE ","N/A"
"457","ALFA AMYLASE ","AMYLASE"
"458","ALFA AMYLASE RAU ","AMYLASE"
"459","ALFA AMYLASE U ","AMYLASE"
"460","ALFA-1 ANTITRYPSINE HUM ","N/A"
"461","ALFACALCIDOL MICROGRAMME ","N/A"
"462","ALFACALCIDOL ","N/A"
"463","ALFACALCIDOL ","ALFACALCIDOL"
"464","ALFACALCIDOL MICROGR ","ALFACALCIDOL"
"465","ALFALASTIN ET ","ANTITRYPSINE HUMAINE"
"466","ALFALASTIN ","ANTITRYPSINE HUMAINE"
"467","ALFARE ","N/A"
"468","ALFATIL ","N/A"
"469","ALFENTANIL ","N/A"
"470","ALFUZOSINE ","N/A"
"471","ALFUZOSINE ","ALFUZOSINE"
"472","ALFUZOSINE SYNT ","ALFUZOSINE"
"473","ALFUZOSINE ZTV ","ALFUZOSINE"
"474","ALG + BICAR + CARB CA ","N/A"
"475","ALGESAL ","N/A"
"476","ALGESAL ","ACIDE SALICYLIQUE"
"477","ALGESAL ","DIETHYLAMINE"
"478","ALGESAL SURACTIVE ","ACIDE SALICYLIQUE"
"479","ALGESAL SURACTIVE ","DIETHYLAMINE"
"480","ALGESAL SURACTIVE ","MYRTE"
"481","ALGESAL SURACTIVE ","N/A"
"482","ALGICALM ","CODEINE"
"483","ALGICALM ","PARACETAMOL"
"484","ALGICON ","HYDROXYDE D'ALUMINIUM"
"485","ALGICON ","MAGNESIUM"
"486","ALGICON ","POTASSIUM"
"487","ALGICON ","N/A"
"488","ALGIFENE ","IBUPROFENE"
"489","ALGIMAX ","ACIDE ACETYLSALICYLIQUE"
"490","ALGIMAX ","COBALT"
"491","ALGIMAX ","HYDROXOCOBALAMINE"
"492","ALGIMAX ","PYRIDOXINE"
"493","ALGIMAX ","THIAMINE (VITAMINE B1)"
"494","ALGINATE BICAR SODIUM ","SODIUM"
"495","ALGINATE BICARBONATE ","N/A"
"496","ALGINATE BICARBONATE NRS ","N/A"
"497","ALGINIC ","N/A"
"498","ALGINIQUE AC + ALUM OXYDE ","N/A"
"499","ALGINIQUE AC + ALUMINIUM OXYDE ","N/A"
"500","ALGISEDAL ","CODEINE"
"501","ALGISEDAL ","PARACETAMOL"
"502","ALGISPIR NR ","N/A"
"503","ALGISPIR ","N/A"
"504","ALGISPIR AD ","N/A"
"505","ALGISPIR ","ACIDE ACETYLSALICYLIQUE"
"506","ALGISPIR ","ACIDE ASCORBIQUE"
"507","ALGISPIR ","CODEINE"
"508","ALGITEX ","N/A"
"509","ALGO NEVRITON ","ACIDE ACETYLSALICYLIQUE"
"510","ALGO NEVRITON ","THIAMINE"
"511","ALGOBAZ ET ","COBALT"
"512","ALGOBAZ ET ","MECOBALAMINE"
"513","ALGOBUSCOPAN NORAMIDOPYR ","N/A"
"514","ALGOBUSCOPAN NORAMIDOPYRINE ","BROME"
"515","ALGOBUSCOPAN NORAMIDOPYRINE ","METAMIZOLE"
"516","ALGOBUSCOPAN NORAMIDOPYRINE ","SCOPOLAMINE"
"517","ALGOBUSCOPAN NORAMIDOPYRINE ","N/A"
"518","ALGOCED Gé ","DEXTROPROPOXYPHENE"
"519","ALGOCED Gé ","PARACETAMOL"
"520","ALGOCRATINE ","ACIDE ACETYLSALICYLIQUE"
"521","ALGOCRATINE ","ACIDE ASCORBIQUE"
"522","ALGOCRATINE ","CODEINE"
"523","ALGODOL ","PARACETAMOL"
"524","ALGODOL CAFEINE ","CAFEINE"
"525","ALGODOL CAFEINE ","PARACETAMOL"
"526","ALGOPHYTUM ","N/A"
"527","ALGOPRIV ","DIPROQUALONE"
"528","ALGOPRIV ","ETHENZAMIDE"
"529","ALGOSTERIL ","N/A"
"530","ALGOTROPYL ","PARACETAMOL"
"531","ALGOTROPYL ","PROMETHAZINE"
"532","ALGOTROPYL PROMETHAZINE BB ","N/A"
"533","ALGOTROPYL PROMETHAZINE ","N/A"
"534","ALIMEMAZINE ","N/A"
"535","ALIMTA ","N/A"
"536","ALIMTA ","PEMETREXED"
"537","ALINAM ","CHLORMEZANONE"
"538","ALINIA ","NITAZOXANIDE"
"539","ALIPAGENE POUSS ","N/A"
"540","ALIPASE ","PANCRELIPASE"
"541","ALISKIRENE ","N/A"
"542","ALISKIRENE HCT ","N/A"
"543","ALISKIRENE HTC ","N/A"
"544","ALITRETINOINE ","N/A"
"545","ALITRETINOINE MOL ","N/A"
"546","ALIZAPRIDE ","N/A"
"547","ALKA SELTZER ","ACIDE ACETYLSALICYLIQUE"
"548","ALKENIDE ","N/A"
"549","ALKERAN ","MELPHALAN"
"550","ALKERAN ET ","MELPHALAN"
"551","ALKOCORTENBIOFORM ","CLIOQUINOL"
"552","ALKOCORTENBIOFORM ","FLUMETASONE"
"553","ALKONATREM ","N/A"
"554","ALKOTAR ","N/A"
"555","ALLERGA ","N/A"
"556","ALLERGA ","DIPHENHYDRAMINE"
"557","ALLERGAMMA ","IMMUNOGLOBULINE HUMAINE"
"558","ALLERGEFON ","CARBINOXAMINE"
"559","ALLERGENE CANDIDINE ","N/A"
"560","ALLERGENE POUSS MAISON ","N/A"
"561","ALLERGENE VENIN D'ABEILLE ","N/A"
"562","ALLERGENE VENIN GUEPE ","N/A"
"563","ALLERGENES EXTRAITS TRANSD ","N/A"
"564","ALLERGENES POLLEN ","N/A"
"565","ALLERGENES VENIN ABEILLE APIS ","N/A"
"566","ALLERGENES VENIN DE GUEPE ","N/A"
"567","ALLERGENES VENIN GUEPE ","N/A"
"568","ALLERGIFLASH ","N/A"
"569","ALLERGLOBULINE ","IMMUNOGLOBULINE PLACENTAIRE HUMAINE"
"570","ALLERGOCOMOD ","SODIUM"
"571","ALLERGODIL ","AZELASTINE"
"572","ALLERGODIL ","N/A"
"573","ALLI ","ORLISTAT"
"574","ALLIUM CEPA ","N/A"
"575","ALLIUM CEPA COMPO ","N/A"
"576","ALLOCHRYSINE ","AUROTHIOPROPANOL"
"577","ALLOCHRYSINE ","OR"
"578","ALLOCHRYSINE IM ","AUROTHIOPROPANOL"
"579","ALLOCHRYSINE IM ","OR"
"580","ALLOFERINE ","N/A"
"581","ALLOPTREX ","SODIUM"
"582","ALLOPURINOL ","N/A"
"583","ALLOPURINOL E.S. ","N/A"
